,datetime,symbol,收盤價
1242497,2016-08-25,2610,9.27
1244103,2016-08-26,2610,9.29
1245709,2016-08-29,2610,9.29
1247315,2016-08-30,2610,9.29
1248921,2016-08-31,2610,9.21
1250528,2016-09-01,2610,9.25
1252135,2016-09-02,2610,9.4
1253742,2016-09-05,2610,9.42
1255349,2016-09-06,2610,9.49
1256956,2016-09-07,2610,9.56
1258564,2016-09-08,2610,9.63
1260174,2016-09-09,2610,9.55
1261784,2016-09-10,2610,9.43
1263393,2016-09-12,2610,9.35
1265002,2016-09-13,2610,9.29
1266613,2016-09-14,2610,9.28
1268224,2016-09-19,2610,9.36
1269836,2016-09-20,2610,9.45
1271448,2016-09-21,2610,9.48
1273060,2016-09-22,2610,9.47
1274672,2016-09-23,2610,9.57
1276284,2016-09-26,2610,9.45
1277900,2016-09-29,2610,9.49
1279517,2016-09-30,2610,9.35
1281134,2016-10-03,2610,9.38
1282751,2016-10-04,2610,9.48
1284368,2016-10-05,2610,9.45
1285985,2016-10-06,2610,9.5
1287602,2016-10-07,2610,9.44
1289219,2016-10-11,2610,9.39
1290835,2016-10-12,2610,9.43
1292451,2016-10-13,2610,9.4
1294067,2016-10-14,2610,9.35
1295683,2016-10-17,2610,9.29
1297299,2016-10-18,2610,9.38
1298916,2016-10-19,2610,9.4
1300533,2016-10-20,2610,9.42
1302150,2016-10-21,2610,9.44
1303768,2016-10-24,2610,9.42
1305386,2016-10-25,2610,9.38
1307004,2016-10-26,2610,9.36
1308622,2016-10-27,2610,9.39
1310241,2016-10-28,2610,9.39
1311860,2016-10-31,2610,9.55
1313480,2016-11-01,2610,9.6
1315101,2016-11-02,2610,9.47
1316722,2016-11-03,2610,9.4
1318343,2016-11-04,2610,9.35
1319964,2016-11-07,2610,9.39
1321585,2016-11-08,2610,9.38
1323207,2016-11-09,2610,9.16
1324829,2016-11-10,2610,9.28
1326451,2016-11-11,2610,9.19
1328074,2016-11-14,2610,9.25
1329693,2016-11-15,2610,9.19
1331312,2016-11-16,2610,9.17
1332931,2016-11-17,2610,9.2
1334550,2016-11-18,2610,9.24
1336169,2016-11-21,2610,9.27
1337788,2016-11-22,2610,9.35
1339407,2016-11-23,2610,9.46
1341027,2016-11-24,2610,10.25
1342647,2016-11-25,2610,9.77
1344267,2016-11-28,2610,9.68
1345887,2016-11-29,2610,9.6
1347507,2016-11-30,2610,9.56
1349127,2016-12-01,2610,9.51
1350747,2016-12-02,2610,9.5
1352367,2016-12-05,2610,9.45
1353987,2016-12-06,2610,9.5
1355607,2016-12-07,2610,9.49
1357227,2016-12-08,2610,9.56
1358847,2016-12-09,2610,9.57
1360467,2016-12-12,2610,9.52
1362088,2016-12-13,2610,9.56
1363710,2016-12-14,2610,9.51
1365332,2016-12-15,2610,9.5
1366954,2016-12-16,2610,9.5
1368576,2016-12-19,2610,9.39
1370199,2016-12-20,2610,9.39
1371822,2016-12-21,2610,9.34
1373447,2016-12-22,2610,9.28
1375072,2016-12-23,2610,9.28
1376697,2016-12-26,2610,9.26
1378322,2016-12-27,2610,9.27
1379947,2016-12-28,2610,9.27
1381573,2016-12-29,2610,9.25
1383199,2016-12-30,2610,9.3
1384826,2017-01-03,2610,9.28
1386453,2017-01-04,2610,9.28
1388080,2017-01-05,2610,9.3
1389707,2017-01-06,2610,9.3
1391334,2017-01-09,2610,9.33
1392961,2017-01-10,2610,9.38
1394589,2017-01-11,2610,9.52
1396217,2017-01-12,2610,9.51
1397845,2017-01-13,2610,9.42
1399473,2017-01-16,2610,9.37
1401101,2017-01-17,2610,9.35
1402730,2017-01-18,2610,9.35
1404359,2017-01-19,2610,9.33
1405988,2017-01-20,2610,9.34
1407617,2017-01-23,2610,9.35
1409246,2017-01-24,2610,9.4
1410876,2017-02-02,2610,9.39
1412506,2017-02-03,2610,9.42
1414136,2017-02-06,2610,9.51
1415766,2017-02-07,2610,9.54
1417396,2017-02-08,2610,9.57
1419026,2017-02-09,2610,9.59
1420656,2017-02-10,2610,9.63
1422286,2017-02-13,2610,9.58
1423916,2017-02-14,2610,9.57
1425546,2017-02-15,2610,9.69
1427176,2017-02-16,2610,9.91
1428806,2017-02-17,2610,9.92
1430436,2017-02-18,2610,9.89
1432066,2017-02-20,2610,9.93
1433696,2017-02-21,2610,9.95
1435326,2017-02-22,2610,10.0
1436956,2017-02-23,2610,10.1
1438586,2017-02-24,2610,10.1
1440217,2017-03-01,2610,10.05
1441848,2017-03-02,2610,10.15
1443479,2017-03-03,2610,10.05
1445110,2017-03-06,2610,10.05
1446741,2017-03-07,2610,10.1
1448372,2017-03-08,2610,10.05
1450003,2017-03-09,2610,10.0
1451635,2017-03-10,2610,10.15
1453267,2017-03-13,2610,10.5
1454899,2017-03-14,2610,10.7
1456532,2017-03-15,2610,10.5
1458165,2017-03-16,2610,10.45
1459798,2017-03-17,2610,10.5
1461431,2017-03-20,2610,10.55
1463064,2017-03-21,2610,10.45
1464698,2017-03-22,2610,10.35
1466332,2017-03-23,2610,10.4
1467966,2017-03-24,2610,10.5
1469600,2017-03-27,2610,10.5
1471234,2017-03-28,2610,10.5
1472869,2017-03-29,2610,10.5
1474504,2017-03-30,2610,10.45
1476135,2017-03-31,2610,10.55
1477766,2017-04-05,2610,9.93
1479397,2017-04-06,2610,9.56
1481028,2017-04-07,2610,9.46
1482659,2017-04-10,2610,9.33
1484289,2017-04-11,2610,9.3
1485919,2017-04-12,2610,9.28
1487549,2017-04-13,2610,9.34
1489179,2017-04-14,2610,9.27
1490809,2017-04-17,2610,9.27
1492439,2017-04-18,2610,9.26
1494069,2017-04-19,2610,9.2
1495700,2017-04-20,2610,9.2
1497332,2017-04-21,2610,9.2
1498964,2017-04-24,2610,9.26
1500597,2017-04-25,2610,9.45
1502231,2017-04-26,2610,9.4
1503865,2017-04-27,2610,9.34
1505500,2017-04-28,2610,9.35
1507136,2017-05-02,2610,9.33
1508772,2017-05-03,2610,9.32
1510408,2017-05-04,2610,9.3
1512044,2017-05-05,2610,9.3
1513681,2017-05-08,2610,9.21
1515318,2017-05-09,2610,9.19
1516955,2017-05-10,2610,9.15
1518592,2017-05-11,2610,9.38
1520229,2017-05-12,2610,9.38
1521866,2017-05-15,2610,9.28
1523503,2017-05-16,2610,9.12
1525140,2017-05-17,2610,9.21
1526777,2017-05-18,2610,9.19
1528414,2017-05-19,2610,9.17
1530051,2017-05-22,2610,9.16
1531688,2017-05-23,2610,9.11
1533325,2017-05-24,2610,9.11
1534962,2017-05-25,2610,9.15
1536599,2017-05-26,2610,9.21
1538237,2017-05-31,2610,9.21
1539875,2017-06-01,2610,9.16
1541514,2017-06-02,2610,9.12
1543153,2017-06-03,2610,9.14
1544792,2017-06-05,2610,9.12
1546431,2017-06-06,2610,9.07
1548070,2017-06-07,2610,9.06
1549709,2017-06-08,2610,9.11
1551350,2017-06-09,2610,9.07
1552991,2017-06-12,2610,9.08
1554632,2017-06-13,2610,9.12
1556273,2017-06-14,2610,9.09
1557915,2017-06-15,2610,9.13
1559557,2017-06-16,2610,9.12
1561199,2017-06-19,2610,9.06
1562841,2017-06-20,2610,9.08
1564483,2017-06-21,2610,9.12
1566125,2017-06-22,2610,9.29
1567767,2017-06-23,2610,9.34
1569409,2017-06-26,2610,9.32
1571052,2017-06-27,2610,9.31
1572695,2017-06-28,2610,9.26
1574338,2017-06-29,2610,9.25
1575981,2017-06-30,2610,9.23
1577624,2017-07-03,2610,9.38
1579267,2017-07-04,2610,9.31
1580910,2017-07-05,2610,9.31
1582553,2017-07-06,2610,9.26
1584195,2017-07-07,2610,9.2
1585837,2017-07-10,2610,9.24
1587479,2017-07-11,2610,9.27
1589121,2017-07-12,2610,9.37
1590763,2017-07-13,2610,9.29
1592405,2017-07-14,2610,9.24
1594047,2017-07-17,2610,9.24
1595689,2017-07-18,2610,9.24
1597331,2017-07-19,2610,9.28
1598973,2017-07-20,2610,9.29
1600615,2017-07-21,2610,9.24
1602257,2017-07-24,2610,9.24
1603899,2017-07-25,2610,9.19
1605541,2017-07-26,2610,9.13
1607183,2017-07-27,2610,9.13
1608825,2017-07-28,2610,9.1
1610467,2017-07-31,2610,9.28
1612109,2017-08-01,2610,9.12
1613750,2017-08-02,2610,9.16
1615391,2017-08-03,2610,9.26
1617032,2017-08-04,2610,9.33
1618673,2017-08-07,2610,9.49
1620314,2017-08-08,2610,9.4
1621955,2017-08-09,2610,9.21
1623596,2017-08-10,2610,9.21
1625237,2017-08-11,2610,9.21
1626877,2017-08-14,2610,9.34
1628517,2017-08-15,2610,9.74
1630157,2017-08-16,2610,10.15
1631797,2017-08-17,2610,10.5
1633437,2017-08-18,2610,11.2
1635077,2017-08-21,2610,11.6
1636719,2017-08-22,2610,11.75
1638361,2017-08-23,2610,12.3
1640003,2017-08-24,2610,12.05
1641645,2017-08-25,2610,12.1
1643287,2017-08-28,2610,12.25
1644929,2017-08-29,2610,12.3
1646571,2017-08-30,2610,12.3
1648213,2017-08-31,2610,12.8
1649855,2017-09-01,2610,12.9
1651498,2017-09-04,2610,12.75
1653142,2017-09-05,2610,13.0
1654786,2017-09-06,2610,12.55
1656430,2017-09-07,2610,12.3
1658074,2017-09-08,2610,12.95
1659718,2017-09-11,2610,13.3
1661361,2017-09-12,2610,12.9
1663004,2017-09-13,2610,12.5
1664647,2017-09-14,2610,12.85
1666290,2017-09-15,2610,12.5
1667933,2017-09-18,2610,12.15
1669576,2017-09-19,2610,12.35
1671219,2017-09-20,2610,12.1
1672862,2017-09-21,2610,12.1
1674505,2017-09-22,2610,11.6
1676148,2017-09-25,2610,11.7
1677791,2017-09-26,2610,11.35
1679438,2017-09-27,2610,11.35
1681086,2017-09-28,2610,11.35
1682734,2017-09-29,2610,11.45
1684382,2017-09-30,2610,11.3
1686030,2017-10-02,2610,11.45
1687678,2017-10-03,2610,11.2
1689326,2017-10-05,2610,11.6
1690974,2017-10-06,2610,11.5
1692622,2017-10-11,2610,11.6
1694270,2017-10-12,2610,11.45
1695918,2017-10-13,2610,11.5
1697566,2017-10-16,2610,11.8
1699214,2017-10-17,2610,11.55
1700862,2017-10-18,2610,11.3
1702510,2017-10-19,2610,11.35
1704158,2017-10-20,2610,11.25
1705806,2017-10-23,2610,11.65
1707454,2017-10-24,2610,12.2
1709102,2017-10-25,2610,12.3
1710750,2017-10-26,2610,12.35
1712399,2017-10-27,2610,12.2
1714048,2017-10-30,2610,12.3
1715697,2017-10-31,2610,12.3
1717347,2017-11-01,2610,12.15
1718997,2017-11-02,2610,11.9
1720647,2017-11-03,2610,12.15
1722298,2017-11-06,2610,11.8
1723949,2017-11-07,2610,11.3
1725600,2017-11-08,2610,11.1
1727251,2017-11-09,2610,11.0
1728902,2017-11-10,2610,11.25
1730553,2017-11-13,2610,11.3
1732203,2017-11-14,2610,11.3
1733848,2017-11-15,2610,11.1
1735493,2017-11-16,2610,10.95
1737138,2017-11-17,2610,11.3
1738783,2017-11-20,2610,11.2
1740428,2017-11-21,2610,11.45
1742073,2017-11-22,2610,11.4
1743718,2017-11-23,2610,11.4
1745364,2017-11-24,2610,11.45
1747011,2017-11-27,2610,11.35
1748658,2017-11-28,2610,11.5
1750305,2017-11-29,2610,11.45
1751952,2017-11-30,2610,11.55
1753599,2017-12-01,2610,12.0
1755246,2017-12-04,2610,12.15
1756893,2017-12-05,2610,12.05
1758541,2017-12-06,2610,11.8
1760189,2017-12-07,2610,11.7
1761837,2017-12-08,2610,11.8
1763484,2017-12-11,2610,12.05
1765131,2017-12-12,2610,12.05
1766778,2017-12-13,2610,11.95
1768425,2017-12-14,2610,12.2
1770072,2017-12-15,2610,12.25
1771719,2017-12-18,2610,12.2
1773366,2017-12-19,2610,12.15
1775013,2017-12-20,2610,12.1
1776660,2017-12-21,2610,12.1
1778307,2017-12-22,2610,12.15
1779954,2017-12-25,2610,11.8
1781601,2017-12-26,2610,11.5
1783248,2017-12-27,2610,11.5
1784895,2017-12-28,2610,11.65
1786544,2017-12-29,2610,11.65
1788194,2018-01-02,2610,12.0
1789844,2018-01-03,2610,12.1
1791494,2018-01-04,2610,12.4
1793146,2018-01-05,2610,12.5
1794798,2018-01-08,2610,12.25
1796450,2018-01-09,2610,12.6
1798103,2018-01-10,2610,12.55
1799758,2018-01-11,2610,12.7
1801414,2018-01-12,2610,12.75
1803070,2018-01-15,2610,12.5
1804726,2018-01-16,2610,12.55
1806382,2018-01-17,2610,12.65
1808038,2018-01-18,2610,12.65
1809694,2018-01-19,2610,12.6
1811351,2018-01-22,2610,12.25
1813010,2018-01-23,2610,12.35
1814671,2018-01-24,2610,12.5
1816332,2018-01-25,2610,12.5
1817993,2018-01-26,2610,12.3
1819654,2018-01-29,2610,12.1
1821315,2018-01-30,2610,12.25
1822977,2018-01-31,2610,12.1
1824639,2018-02-01,2610,12.25
1826301,2018-02-02,2610,12.15
1827963,2018-02-05,2610,11.9
1829626,2018-02-06,2610,11.4
1831289,2018-02-07,2610,11.7
1832953,2018-02-08,2610,11.65
1834617,2018-02-09,2610,11.25
1836281,2018-02-12,2610,11.3
1837945,2018-02-21,2610,11.4
1839609,2018-02-22,2610,11.3
1841274,2018-02-23,2610,11.35
1842939,2018-02-26,2610,11.65
1844604,2018-02-27,2610,11.5
1846269,2018-03-01,2610,11.3
1847934,2018-03-02,2610,11.25
1849599,2018-03-05,2610,11.05
1851264,2018-03-06,2610,11.1
1852929,2018-03-07,2610,11.05
1854594,2018-03-08,2610,11.05
1856258,2018-03-09,2610,11.1
1857922,2018-03-12,2610,11.2
1859586,2018-03-13,2610,11.25
1861250,2018-03-14,2610,11.25
1862914,2018-03-15,2610,11.15
1864578,2018-03-16,2610,11.2
1866242,2018-03-19,2610,11.1
1867906,2018-03-20,2610,11.0
1869570,2018-03-21,2610,11.0
1871234,2018-03-22,2610,11.0
1872898,2018-03-23,2610,10.75
1874563,2018-03-26,2610,10.6
1876228,2018-03-27,2610,10.75
1877893,2018-03-28,2610,10.7
1879560,2018-03-29,2610,10.65
1881227,2018-03-30,2610,10.65
1882893,2018-03-31,2610,10.8
1884559,2018-04-02,2610,10.75
1886226,2018-04-03,2610,10.55
1887893,2018-04-09,2610,10.75
1889560,2018-04-10,2610,10.6
1891227,2018-04-11,2610,10.5
1892894,2018-04-12,2610,10.65
1894561,2018-04-13,2610,10.55
1896229,2018-04-16,2610,10.55
1897899,2018-04-17,2610,10.45
1899570,2018-04-18,2610,10.45
1901241,2018-04-19,2610,10.5
1902912,2018-04-20,2610,10.5
1904583,2018-04-23,2610,10.3
1906254,2018-04-24,2610,10.4
1907925,2018-04-25,2610,10.4
1909596,2018-04-26,2610,10.4
1911268,2018-04-27,2610,10.45
1912940,2018-04-30,2610,10.85
1914613,2018-05-02,2610,10.5
1916286,2018-05-03,2610,10.35
1917959,2018-05-04,2610,10.35
1919632,2018-05-07,2610,10.3
1921305,2018-05-08,2610,10.3
1922978,2018-05-09,2610,10.35
1924652,2018-05-10,2610,10.2
1926326,2018-05-11,2610,10.2
1928000,2018-05-14,2610,10.2
1929674,2018-05-15,2610,10.05
1931348,2018-05-16,2610,10.05
1933022,2018-05-17,2610,10.0
1934696,2018-05-18,2610,10.0
1936370,2018-05-21,2610,10.0
1938044,2018-05-22,2610,10.0
1939718,2018-05-23,2610,10.0
1941392,2018-05-24,2610,10.0
1943065,2018-05-25,2610,10.0
1944738,2018-05-28,2610,10.2
1946411,2018-05-29,2610,10.15
1948085,2018-05-30,2610,10.05
1949759,2018-05-31,2610,10.15
1951433,2018-06-01,2610,10.05
1953107,2018-06-04,2610,10.05
1954781,2018-06-05,2610,10.15
1956456,2018-06-06,2610,10.15
1958131,2018-06-07,2610,10.35
1959806,2018-06-08,2610,10.15
1961481,2018-06-11,2610,10.1
1963157,2018-06-12,2610,10.1
1964833,2018-06-13,2610,10.05
1966509,2018-06-14,2610,10.0
1968185,2018-06-15,2610,10.15
1969861,2018-06-19,2610,10.0
1971537,2018-06-20,2610,9.87
1973213,2018-06-21,2610,9.95
1974889,2018-06-22,2610,9.85
1976565,2018-06-25,2610,9.85
1978241,2018-06-26,2610,9.67
1979917,2018-06-27,2610,9.56
1981593,2018-06-28,2610,9.43
1983270,2018-06-29,2610,9.52
1984948,2018-07-02,2610,9.44
1986627,2018-07-03,2610,9.3
1988306,2018-07-04,2610,9.37
1989985,2018-07-05,2610,9.37
1991664,2018-07-06,2610,9.31
1993343,2018-07-09,2610,9.41
1995022,2018-07-10,2610,9.41
1996702,2018-07-11,2610,9.43
1998382,2018-07-12,2610,9.45
2000064,2018-07-13,2610,9.64
2001746,2018-07-16,2610,9.5
2003429,2018-07-17,2610,9.52
2005112,2018-07-18,2610,9.6
2006796,2018-07-19,2610,9.76
2008480,2018-07-20,2610,9.84
2010164,2018-07-23,2610,9.8
2011848,2018-07-24,2610,9.8
2013532,2018-07-25,2610,9.81
2015216,2018-07-26,2610,9.87
2016900,2018-07-27,2610,9.9
2018584,2018-07-30,2610,9.79
2020268,2018-07-31,2610,9.89
2021952,2018-08-01,2610,9.93
2023636,2018-08-02,2610,9.79
2025320,2018-08-03,2610,9.77
2027004,2018-08-06,2610,9.75
2028688,2018-08-07,2610,9.78
2030373,2018-08-08,2610,9.7
2032058,2018-08-09,2610,9.44
2033743,2018-08-10,2610,9.4
2035427,2018-08-13,2610,9.22
2037109,2018-08-14,2610,9.19
2038789,2018-08-15,2610,9.15
2040471,2018-08-16,2610,9.14
2042153,2018-08-17,2610,9.12
2043835,2018-08-20,2610,9.13
2045517,2018-08-21,2610,9.29
2047199,2018-08-22,2610,9.44
2048881,2018-08-23,2610,9.41
2050563,2018-08-24,2610,9.41
2052244,2018-08-27,2610,9.4
2053925,2018-08-28,2610,9.43
2055606,2018-08-29,2610,9.39
2057287,2018-08-30,2610,9.34
2058968,2018-08-31,2610,9.41
2060649,2018-09-03,2610,9.34
2062330,2018-09-04,2610,9.44
2064011,2018-09-05,2610,9.4
2065692,2018-09-06,2610,9.41
2067373,2018-09-07,2610,9.25
2069054,2018-09-10,2610,9.16
2070735,2018-09-11,2610,9.18
2072416,2018-09-12,2610,9.21
2074099,2018-09-13,2610,9.19
2075782,2018-09-14,2610,9.27
2077465,2018-09-17,2610,9.21
2079148,2018-09-18,2610,9.23
2080832,2018-09-19,2610,9.27
2082516,2018-09-20,2610,9.28
2084199,2018-09-21,2610,9.32
2085883,2018-09-25,2610,9.29
2087567,2018-09-26,2610,9.26
2089251,2018-09-27,2610,9.27
2090935,2018-09-28,2610,9.25
2092619,2018-10-01,2610,9.35
2094304,2018-10-02,2610,9.4
2095989,2018-10-03,2610,9.45
2097675,2018-10-04,2610,9.28
2099361,2018-10-05,2610,9.4
2101047,2018-10-08,2610,9.3
2102733,2018-10-09,2610,9.4
2104419,2018-10-11,2610,8.98
2106105,2018-10-12,2610,9.07
2107791,2018-10-15,2610,9.01
2109477,2018-10-16,2610,9.04
2111163,2018-10-17,2610,9.07
2112850,2018-10-18,2610,9.07
2114537,2018-10-19,2610,9.1
2116225,2018-10-22,2610,9.17
2117913,2018-10-23,2610,9.12
2119603,2018-10-24,2610,9.2
2121293,2018-10-25,2610,9.12
2122983,2018-10-26,2610,9.04
2124673,2018-10-29,2610,9.07
2126364,2018-10-30,2610,9.13
2128055,2018-10-31,2610,9.16
2129746,2018-11-01,2610,9.19
2131437,2018-11-02,2610,9.39
2133128,2018-11-05,2610,9.57
2134819,2018-11-06,2610,9.6
2136510,2018-11-07,2610,9.65
2138201,2018-11-08,2610,9.89
2139892,2018-11-09,2610,9.65
2141583,2018-11-12,2610,9.94
2143274,2018-11-13,2610,9.95
2144965,2018-11-14,2610,10.2
2146654,2018-11-15,2610,10.25
2148343,2018-11-16,2610,10.2
2150032,2018-11-19,2610,10.3
2151723,2018-11-20,2610,10.15
2153414,2018-11-21,2610,10.25
2155105,2018-11-22,2610,10.15
2156796,2018-11-23,2610,10.05
2158487,2018-11-26,2610,10.25
2160178,2018-11-27,2610,10.3
2161869,2018-11-28,2610,10.95
2163563,2018-11-29,2610,11.2
2165257,2018-11-30,2610,11.0
2166951,2018-12-03,2610,10.9
2168645,2018-12-04,2610,10.75
2170339,2018-12-05,2610,10.75
2172034,2018-12-06,2610,10.5
2173729,2018-12-07,2610,10.8
2175424,2018-12-10,2610,10.5
2177117,2018-12-11,2610,10.45
2178811,2018-12-12,2610,10.55
2180506,2018-12-13,2610,10.7
2182201,2018-12-14,2610,10.65
2183897,2018-12-17,2610,11.0
2185593,2018-12-18,2610,10.95
2187290,2018-12-19,2610,11.15
2188987,2018-12-20,2610,11.05
2190684,2018-12-21,2610,11.05
2192381,2018-12-22,2610,11.05
2194079,2018-12-24,2610,11.05
2195778,2018-12-25,2610,10.9
2197477,2018-12-26,2610,10.9
2199176,2018-12-27,2610,10.9
2200875,2018-12-28,2610,11.0
2202574,2019-01-02,2610,10.95
2204273,2019-01-03,2610,10.95
2205972,2019-01-04,2610,10.8
2207671,2019-01-07,2610,11.05
2209370,2019-01-08,2610,11.2
2211069,2019-01-09,2610,11.15
2212768,2019-01-10,2610,10.95
2214467,2019-01-11,2610,10.7
2216166,2019-01-14,2610,10.7
2217866,2019-01-15,2610,11.1
2219567,2019-01-16,2610,11.0
2221268,2019-01-17,2610,10.95
2222970,2019-01-18,2610,11.0
2224673,2019-01-21,2610,10.9
2226376,2019-01-22,2610,10.65
2228079,2019-01-23,2610,10.5
2229783,2019-01-24,2610,10.7
2231487,2019-01-25,2610,10.7
2233191,2019-01-28,2610,10.45
2234895,2019-01-29,2610,10.6
2236599,2019-01-30,2610,10.55
2238303,2019-02-11,2610,10.2
2240007,2019-02-12,2610,10.2
2241711,2019-02-13,2610,10.2
2243415,2019-02-14,2610,10.15
2245119,2019-02-15,2610,10.1
2246823,2019-02-18,2610,10.0
2248528,2019-02-19,2610,10.0
2250233,2019-02-20,2610,9.98
2251938,2019-02-21,2610,10.1
2253643,2019-02-22,2610,10.1
2255348,2019-02-25,2610,10.15
2257053,2019-02-26,2610,10.2
2258758,2019-02-27,2610,10.15
2260463,2019-03-04,2610,10.15
2262168,2019-03-05,2610,10.1
2263873,2019-03-06,2610,10.05
2265578,2019-03-07,2610,10.0
2267284,2019-03-08,2610,10.0
2268990,2019-03-11,2610,9.93
2270696,2019-03-12,2610,9.94
2272402,2019-03-13,2610,9.93
2274108,2019-03-14,2610,9.81
2275814,2019-03-15,2610,9.75
2277520,2019-03-18,2610,9.83
2279226,2019-03-19,2610,9.7
2280932,2019-03-20,2610,9.62
2282638,2019-03-21,2610,9.85
2284345,2019-03-22,2610,9.87
2286052,2019-03-25,2610,9.89
2287759,2019-03-26,2610,9.92
2289467,2019-03-27,2610,9.86
2291176,2019-03-28,2610,9.83
2292884,2019-03-29,2610,9.86
2294586,2019-04-01,2610,9.79
2296288,2019-04-02,2610,9.76
2297990,2019-04-03,2610,9.91
2299692,2019-04-08,2610,9.93
2301394,2019-04-09,2610,9.93
2303096,2019-04-10,2610,9.87
2304799,2019-04-11,2610,9.88
2306502,2019-04-12,2610,9.89
2308205,2019-04-15,2610,10.0
2309908,2019-04-16,2610,9.98
2311611,2019-04-17,2610,9.95
2313315,2019-04-18,2610,9.8
2315019,2019-04-19,2610,9.73
2316723,2019-04-22,2610,9.72
2318427,2019-04-23,2610,9.71
2320132,2019-04-24,2610,9.63
2321837,2019-04-25,2610,9.66
2323542,2019-04-26,2610,9.71
2325247,2019-04-29,2610,9.82
2326952,2019-04-30,2610,9.8
2328657,2019-05-02,2610,9.73
2330362,2019-05-03,2610,9.75
2332067,2019-05-06,2610,9.62
2333773,2019-05-07,2610,9.63
2335479,2019-05-08,2610,9.55
2337185,2019-05-09,2610,9.26
2338892,2019-05-10,2610,9.26
2340599,2019-05-13,2610,9.3
2342306,2019-05-14,2610,9.33
2344012,2019-05-15,2610,9.58
2345718,2019-05-16,2610,9.48
2347424,2019-05-17,2610,9.35
2349130,2019-05-20,2610,9.51
2350836,2019-05-21,2610,9.51
2352542,2019-05-22,2610,9.47
2354248,2019-05-23,2610,9.42
2355954,2019-05-24,2610,9.55
2357661,2019-05-27,2610,9.67
2359368,2019-05-28,2610,9.6
2361076,2019-05-29,2610,9.59
2362784,2019-05-30,2610,9.57
2364492,2019-05-31,2610,9.74
2366200,2019-06-03,2610,9.69
2367908,2019-06-04,2610,9.7
2369616,2019-06-05,2610,9.7
2371325,2019-06-06,2610,9.79
2373035,2019-06-10,2610,9.74
2374745,2019-06-11,2610,9.85
2376455,2019-06-12,2610,9.83
2378165,2019-06-13,2610,9.86
2379875,2019-06-14,2610,9.7
2381585,2019-06-17,2610,9.83
2383295,2019-06-18,2610,9.8
2385005,2019-06-19,2610,9.89
2386715,2019-06-20,2610,10.2
2388425,2019-06-21,2610,10.3
2390135,2019-06-24,2610,10.15
2391845,2019-06-25,2610,10.0
2393555,2019-06-26,2610,9.93
2395265,2019-06-27,2610,9.96
2396975,2019-06-28,2610,9.84
2398686,2019-07-01,2610,9.75
2400397,2019-07-02,2610,9.69
2402108,2019-07-03,2610,9.73
2403819,2019-07-04,2610,9.79
2405530,2019-07-05,2610,9.87
2407241,2019-07-08,2610,9.85
2408952,2019-07-09,2610,9.81
2410662,2019-07-10,2610,9.86
2412371,2019-07-11,2610,9.86
2414080,2019-07-12,2610,9.87
2415789,2019-07-15,2610,9.91
2417498,2019-07-16,2610,9.86
2419207,2019-07-17,2610,9.83
2420916,2019-07-18,2610,9.76
2422625,2019-07-19,2610,9.84
2424334,2019-07-22,2610,9.89
2426043,2019-07-23,2610,9.65
2427752,2019-07-24,2610,9.6
2429461,2019-07-25,2610,9.59
2431170,2019-07-26,2610,9.5
2432879,2019-07-29,2610,9.45
2434588,2019-07-30,2610,9.45
2436297,2019-07-31,2610,9.56
2438006,2019-08-01,2610,9.39
2439715,2019-08-02,2610,9.27
2441424,2019-08-05,2610,9.33
2443133,2019-08-06,2610,9.2
2444842,2019-08-07,2610,9.24
2446551,2019-08-08,2610,9.23
2448260,2019-08-12,2610,9.19
2449966,2019-08-13,2610,9.1
2451671,2019-08-14,2610,9.1
2453377,2019-08-15,2610,9.04
2455083,2019-08-16,2610,9.35
2456789,2019-08-19,2610,9.3
2458495,2019-08-20,2610,9.2
2460201,2019-08-21,2610,9.22
2461907,2019-08-22,2610,9.15
2463613,2019-08-23,2610,9.2
2465319,2019-08-26,2610,9.09
2467025,2019-08-27,2610,9.18
2468731,2019-08-28,2610,9.15
2470437,2019-08-29,2610,9.09
2472143,2019-08-30,2610,9.24
2473849,2019-09-02,2610,9.23
2475555,2019-09-03,2610,9.2
2477261,2019-09-04,2610,9.21
2478968,2019-09-05,2610,9.22
2480675,2019-09-06,2610,9.23
2482382,2019-09-09,2610,9.23
2484089,2019-09-10,2610,9.21
2485797,2019-09-11,2610,9.16
2487505,2019-09-12,2610,9.21
2489213,2019-09-16,2610,9.12
2490922,2019-09-17,2610,9.11
2492633,2019-09-18,2610,9.24
2494344,2019-09-19,2610,9.18
2496055,2019-09-20,2610,9.21
2497766,2019-09-23,2610,9.21
2499478,2019-09-24,2610,9.15
2501190,2019-09-25,2610,9.1
2502903,2019-09-26,2610,9.09
2504616,2019-09-27,2610,9.08
2506329,2019-10-01,2610,9.1
2508042,2019-10-02,2610,9.11
2509755,2019-10-03,2610,9.07
2511468,2019-10-04,2610,9.07
2513181,2019-10-07,2610,9.1
2514894,2019-10-08,2610,9.11
2516607,2019-10-09,2610,9.06
2518320,2019-10-14,2610,9.06
2520033,2019-10-15,2610,9.06
2521746,2019-10-16,2610,9.16
2523459,2019-10-17,2610,9.18
2525172,2019-10-18,2610,9.19
2526885,2019-10-21,2610,9.2
2528598,2019-10-22,2610,9.22
2530311,2019-10-23,2610,9.13
2532024,2019-10-24,2610,9.13
2533737,2019-10-25,2610,9.13
2535450,2019-10-28,2610,9.09
