,datetime,symbol,收盤價
2537163,2019-10-29,2610,9.07
2538876,2019-10-30,2610,9.1
2540590,2019-10-31,2610,9.06
2542304,2019-11-01,2610,9.07
2544018,2019-11-04,2610,9.1
2545732,2019-11-05,2610,9.09
2547446,2019-11-06,2610,9.06
2549160,2019-11-07,2610,9.08
2550874,2019-11-08,2610,9.05
2552588,2019-11-11,2610,9.04
2554302,2019-11-12,2610,9.03
2556016,2019-11-13,2610,9.03
2557728,2019-11-14,2610,9.03
2559440,2019-11-15,2610,9.04
2561152,2019-11-18,2610,9.05
2562864,2019-11-19,2610,9.09
2564576,2019-11-20,2610,9.1
2566288,2019-11-21,2610,9.05
2568000,2019-11-22,2610,9.05
2569712,2019-11-25,2610,9.05
2571425,2019-11-26,2610,9.01
2573138,2019-11-27,2610,9.03
2574851,2019-11-28,2610,9.03
2576564,2019-11-29,2610,9.01
2578277,2019-12-02,2610,9.01
2579990,2019-12-03,2610,9.04
2581703,2019-12-04,2610,9.0
2583416,2019-12-05,2610,9.0
2585130,2019-12-06,2610,9.01
2586844,2019-12-09,2610,9.04
2588559,2019-12-10,2610,9.05
2590274,2019-12-11,2610,9.01
2591989,2019-12-12,2610,9.02
2593705,2019-12-13,2610,9.07
2595421,2019-12-16,2610,9.05
2597137,2019-12-17,2610,9.09
2598853,2019-12-18,2610,9.08
2600569,2019-12-19,2610,9.15
2602286,2019-12-20,2610,9.06
2604003,2019-12-23,2610,9.12
2605720,2019-12-24,2610,9.12
2607437,2019-12-25,2610,9.14
2609155,2019-12-26,2610,9.13
2610874,2019-12-27,2610,9.12
2612593,2019-12-30,2610,9.1
2614312,2019-12-31,2610,9.06
2616031,2020-01-02,2610,9.12
2617750,2020-01-03,2610,9.06
2619469,2020-01-06,2610,9.01
2621189,2020-01-07,2610,9.02
2622909,2020-01-08,2610,9.0
2624629,2020-01-09,2610,9.0
2626349,2020-01-10,2610,9.05
2628069,2020-01-13,2610,9.03
2629789,2020-01-14,2610,9.05
2631509,2020-01-15,2610,9.01
2633229,2020-01-16,2610,9.0
2634949,2020-01-17,2610,8.99
2636669,2020-01-20,2610,8.98
2638389,2020-01-30,2610,8.09
2640109,2020-01-31,2610,8.02
2641829,2020-02-03,2610,7.93
2643549,2020-02-04,2610,8.05
2645269,2020-02-05,2610,8.07
2646989,2020-02-06,2610,8.34
2648709,2020-02-07,2610,8.32
2650429,2020-02-10,2610,8.3
2652149,2020-02-11,2610,8.29
2653869,2020-02-12,2610,8.38
2655589,2020-02-13,2610,8.5
2657308,2020-02-14,2610,8.48
2659027,2020-02-17,2610,8.42
2660746,2020-02-18,2610,8.4
2662465,2020-02-19,2610,8.56
2664184,2020-02-20,2610,8.6
2665903,2020-02-21,2610,8.63
2667622,2020-02-24,2610,8.4
2669341,2020-02-25,2610,8.4
2671060,2020-02-26,2610,8.24
2672779,2020-02-27,2610,8.16
2674499,2020-03-02,2610,8.06
2676219,2020-03-03,2610,8.01
2677939,2020-03-04,2610,8.2
2679659,2020-03-05,2610,8.32
2681379,2020-03-06,2610,8.1
2683099,2020-03-09,2610,7.98
2684822,2020-03-10,2610,8.1
2686545,2020-03-11,2610,7.99
2688268,2020-03-12,2610,7.66
2689991,2020-03-13,2610,7.28
2691714,2020-03-16,2610,6.98
2693437,2020-03-17,2610,6.49
2695160,2020-03-18,2610,6.0
2696883,2020-03-19,2610,5.5
2698606,2020-03-20,2610,5.74
2700329,2020-03-23,2610,6.1
2702052,2020-03-24,2610,6.38
2703775,2020-03-25,2610,7.01
2705498,2020-03-26,2610,7.01
2707221,2020-03-27,2610,6.8
2708944,2020-03-30,2610,6.76
2710665,2020-03-31,2610,6.61
2712386,2020-04-01,2610,6.53
2714107,2020-04-06,2610,6.49
2715828,2020-04-07,2610,6.63
2717549,2020-04-08,2610,7.03
2719270,2020-04-09,2610,7.32
2720991,2020-04-10,2610,7.22
2722710,2020-04-13,2610,7.18
2724429,2020-04-14,2610,7.23
2726148,2020-04-15,2610,7.42
2727868,2020-04-16,2610,7.18
2729588,2020-04-17,2610,7.17
2731308,2020-04-20,2610,7.08
2733028,2020-04-21,2610,7.0
2734748,2020-04-22,2610,6.98
2736468,2020-04-23,2610,7.04
2738188,2020-04-24,2610,7.03
2739908,2020-04-27,2610,7.12
2741628,2020-04-28,2610,7.59
2743348,2020-04-29,2610,8.12
2745068,2020-04-30,2610,8.25
2746788,2020-05-04,2610,8.0
2748508,2020-05-05,2610,7.91
2750228,2020-05-06,2610,7.7
2751948,2020-05-07,2610,7.79
2753668,2020-05-08,2610,7.81
2755388,2020-05-11,2610,8.06
2757108,2020-05-12,2610,8.13
2758828,2020-05-13,2610,8.07
2760548,2020-05-14,2610,8.04
2762268,2020-05-15,2610,8.03
2763988,2020-05-18,2610,8.0
2765709,2020-05-19,2610,8.34
2767430,2020-05-20,2610,8.33
2769152,2020-05-21,2610,8.45
2770873,2020-05-22,2610,8.24
2772594,2020-05-25,2610,8.26
2774315,2020-05-26,2610,8.26
2776036,2020-05-27,2610,8.4
2777757,2020-05-28,2610,8.34
2779478,2020-05-29,2610,8.2
2781199,2020-06-01,2610,8.33
2782920,2020-06-02,2610,8.31
2784641,2020-06-03,2610,8.36
2786362,2020-06-04,2610,8.42
2788083,2020-06-05,2610,8.77
2789804,2020-06-08,2610,8.83
2791526,2020-06-09,2610,8.83
2793249,2020-06-10,2610,8.8
2794972,2020-06-11,2610,8.63
2796695,2020-06-12,2610,8.46
2798418,2020-06-15,2610,8.46
2800141,2020-06-16,2610,8.48
2801864,2020-06-17,2610,8.4
2803587,2020-06-18,2610,8.28
2805310,2020-06-19,2610,8.25
2807033,2020-06-22,2610,8.17
2808756,2020-06-23,2610,8.23
2810479,2020-06-24,2610,8.39
2812202,2020-06-29,2610,8.2
2813925,2020-06-30,2610,8.2
2815648,2020-07-01,2610,8.22
2817372,2020-07-02,2610,8.19
2819096,2020-07-03,2610,8.22
2820820,2020-07-06,2610,8.22
2822544,2020-07-07,2610,8.37
2824268,2020-07-08,2610,8.28
2825992,2020-07-09,2610,8.2
2827716,2020-07-10,2610,8.15
2829439,2020-07-13,2610,8.1
2831162,2020-07-14,2610,8.0
2832885,2020-07-15,2610,8.01
2834608,2020-07-16,2610,8.11
2836331,2020-07-17,2610,8.12
2838054,2020-07-20,2610,8.12
2839777,2020-07-21,2610,8.07
2841500,2020-07-22,2610,8.1
2843223,2020-07-23,2610,8.01
2844946,2020-07-24,2610,7.98
2846669,2020-07-27,2610,7.8
2848392,2020-07-28,2610,7.56
2850115,2020-07-29,2610,7.73
2851838,2020-07-30,2610,7.78
2853561,2020-07-31,2610,7.99
2855284,2020-08-03,2610,7.81
2857007,2020-08-04,2610,7.71
2858730,2020-08-05,2610,7.63
2860453,2020-08-06,2610,7.78
2862176,2020-08-07,2610,8.02
2863899,2020-08-10,2610,8.39
2865622,2020-08-11,2610,8.24
2867345,2020-08-12,2610,8.18
2869067,2020-08-13,2610,8.01
2870788,2020-08-14,2610,8.08
2872509,2020-08-17,2610,8.11
2874230,2020-08-18,2610,8.1
2875950,2020-08-19,2610,8.02
2877670,2020-08-20,2610,8.05
2879390,2020-08-21,2610,8.2
2881110,2020-08-24,2610,8.29
2882830,2020-08-25,2610,8.37
2884551,2020-08-26,2610,8.3
2886272,2020-08-27,2610,8.36
2887993,2020-08-28,2610,8.63
2889714,2020-08-31,2610,8.54
2891435,2020-09-01,2610,8.71
2893156,2020-09-02,2610,8.76
2894877,2020-09-03,2610,9.06
2896598,2020-09-04,2610,8.98
2898319,2020-09-07,2610,9.12
2900040,2020-09-08,2610,9.24
2901761,2020-09-09,2610,9.48
2903482,2020-09-10,2610,9.23
2905203,2020-09-11,2610,9.2
2906924,2020-09-14,2610,8.91
2908645,2020-09-15,2610,9.0
2910366,2020-09-16,2610,8.92
2912087,2020-09-17,2610,8.82
2913809,2020-09-18,2610,8.66
2915531,2020-09-21,2610,8.46
2917253,2020-09-22,2610,8.3
2918975,2020-09-23,2610,8.16
2920698,2020-09-24,2610,8.07
2922421,2020-09-25,2610,8.1
2924144,2020-09-28,2610,8.53
2925867,2020-09-29,2610,8.31
2927590,2020-09-30,2610,8.28
2929313,2020-10-05,2610,8.47
2931036,2020-10-06,2610,8.53
2932759,2020-10-07,2610,8.5
2934482,2020-10-08,2610,8.5
2936206,2020-10-12,2610,8.44
2937930,2020-10-13,2610,8.55
2939654,2020-10-14,2610,8.52
2941378,2020-10-15,2610,8.6
2943102,2020-10-16,2610,8.55
2944826,2020-10-19,2610,8.58
2946550,2020-10-20,2610,8.65
2948275,2020-10-21,2610,8.61
2950000,2020-10-22,2610,8.66
2951724,2020-10-23,2610,8.8
2953448,2020-10-26,2610,8.9
2955172,2020-10-27,2610,8.79
2956896,2020-10-28,2610,8.81
2958620,2020-10-29,2610,8.83
2960344,2020-10-30,2610,8.75
2962069,2020-11-02,2610,8.63
2963794,2020-11-03,2610,8.65
2965519,2020-11-04,2610,8.68
2967244,2020-11-05,2610,8.58
2968969,2020-11-06,2610,8.32
2970694,2020-11-09,2610,8.41
2972419,2020-11-10,2610,9.25
2974144,2020-11-11,2610,9.1
2975869,2020-11-12,2610,9.01
2977594,2020-11-13,2610,8.88
2979317,2020-11-16,2610,8.91
2981040,2020-11-17,2610,9.05
2982763,2020-11-18,2610,9.22
2984486,2020-11-19,2610,9.14
2986209,2020-11-20,2610,9.1
2987933,2020-11-23,2610,9.09
2989658,2020-11-24,2610,9.24
2991383,2020-11-25,2610,9.88
2993108,2020-11-26,2610,10.0
2994833,2020-11-27,2610,10.05
2996558,2020-11-30,2610,9.78
2998283,2020-12-01,2610,9.84
3000009,2020-12-02,2610,10.25
3001735,2020-12-03,2610,10.8
3003461,2020-12-04,2610,10.85
3005187,2020-12-07,2610,10.55
3006913,2020-12-08,2610,10.8
3008639,2020-12-09,2610,10.75
3010365,2020-12-10,2610,10.6
3012092,2020-12-11,2610,10.5
3013820,2020-12-14,2610,11.0
3015549,2020-12-15,2610,11.7
3017278,2020-12-16,2610,11.9
3019008,2020-12-17,2610,11.75
3020738,2020-12-18,2610,12.15
3022469,2020-12-21,2610,12.95
3024200,2020-12-22,2610,11.9
3025931,2020-12-23,2610,11.7
3027662,2020-12-24,2610,11.9
3029394,2020-12-25,2610,11.95
3031128,2020-12-28,2610,12.2
3032862,2020-12-29,2610,12.3
3034596,2020-12-30,2610,12.15
3036330,2020-12-31,2610,12.05
3038064,2021-01-04,2610,11.7
3039799,2021-01-05,2610,11.35
3041534,2021-01-06,2610,11.15
3043270,2021-01-07,2610,10.8
3045006,2021-01-08,2610,11.05
3046742,2021-01-11,2610,10.9
3048478,2021-01-12,2610,10.55
3050214,2021-01-13,2610,10.6
3051950,2021-01-14,2610,10.6
3053686,2021-01-15,2610,10.25
3055421,2021-01-18,2610,10.5
3057156,2021-01-19,2610,10.45
3058892,2021-01-20,2610,10.1
3060629,2021-01-21,2610,10.1
3062366,2021-01-22,2610,10.2
3064103,2021-01-25,2610,10.15
3065841,2021-01-26,2610,10.25
3067579,2021-01-27,2610,10.9
3069318,2021-01-28,2610,11.45
3071058,2021-01-29,2610,11.0
3072798,2021-02-01,2610,11.3
3074539,2021-02-02,2610,11.25
3076280,2021-02-03,2610,11.2
3078021,2021-02-04,2610,11.25
3079762,2021-02-05,2610,11.65
3081503,2021-02-17,2610,11.8
3083244,2021-02-18,2610,11.8
3084985,2021-02-19,2610,11.55
3086726,2021-02-22,2610,11.85
3088467,2021-02-23,2610,12.3
3090208,2021-02-24,2610,12.05
3091949,2021-02-25,2610,13.25
3093690,2021-02-26,2610,14.0
3095431,2021-03-02,2610,13.8
3097172,2021-03-03,2610,14.3
3098913,2021-03-04,2610,13.9
3100654,2021-03-05,2610,13.65
3102395,2021-03-08,2610,13.5
3104136,2021-03-09,2610,14.25
3105877,2021-03-10,2610,13.8
3107618,2021-03-11,2610,14.0
3109359,2021-03-12,2610,14.15
3111100,2021-03-15,2610,14.15
3112841,2021-03-16,2610,14.5
3114582,2021-03-17,2610,14.75
3116323,2021-03-18,2610,14.6
3118064,2021-03-19,2610,14.95
3119805,2021-03-22,2610,15.75
3121547,2021-03-23,2610,15.1
3123289,2021-03-24,2610,15.05
3125031,2021-03-25,2610,14.75
3126773,2021-03-26,2610,15.05
3128515,2021-03-29,2610,15.45
3130257,2021-03-30,2610,15.2
3131995,2021-03-31,2610,15.25
3133734,2021-04-01,2610,15.25
3135472,2021-04-06,2610,15.15
3137210,2021-04-07,2610,15.3
3138948,2021-04-08,2610,16.25
3140686,2021-04-09,2610,16.2
3142425,2021-04-12,2610,17.1
3144164,2021-04-13,2610,17.4
3145903,2021-04-14,2610,17.45
3147642,2021-04-15,2610,17.65
3149381,2021-04-16,2610,18.3
3151120,2021-04-19,2610,19.55
3152859,2021-04-20,2610,19.4
3154598,2021-04-21,2610,20.55
3156337,2021-04-22,2610,20.6
3158077,2021-04-23,2610,20.4
3159817,2021-04-26,2610,20.1
3161557,2021-04-27,2610,20.7
3163298,2021-04-28,2610,22.2
3165039,2021-04-29,2610,21.2
3166780,2021-05-03,2610,19.9
3168521,2021-05-04,2610,18.0
3170262,2021-05-05,2610,18.45
3172003,2021-05-06,2610,18.25
3173744,2021-05-07,2610,17.25
3175485,2021-05-10,2610,17.8
3177226,2021-05-11,2610,16.4
3178967,2021-05-12,2610,14.8
3180708,2021-05-13,2610,15.3
3182448,2021-05-14,2610,15.1
3184187,2021-05-17,2610,13.7
3185926,2021-05-18,2610,15.05
3187665,2021-05-19,2610,15.85
3189404,2021-05-20,2610,15.1
3191143,2021-05-21,2610,15.4
3192882,2021-05-24,2610,15.35
3194621,2021-05-25,2610,15.35
3196361,2021-05-26,2610,15.6
3198101,2021-05-27,2610,17.15
3199841,2021-05-28,2610,18.1
3201582,2021-05-31,2610,17.55
3203323,2021-06-01,2610,18.8
3205064,2021-06-02,2610,18.65
3206805,2021-06-03,2610,20.5
3208546,2021-06-04,2610,20.5
3210287,2021-06-07,2610,18.85
3212028,2021-06-08,2610,19.65
3213769,2021-06-09,2610,18.8
3215510,2021-06-10,2610,18.85
3217251,2021-06-11,2610,18.6
3218992,2021-06-15,2610,18.75
3220733,2021-06-16,2610,18.7
3222474,2021-06-17,2610,19.15
3224215,2021-06-18,2610,19.35
3225956,2021-06-21,2610,21.15
3227697,2021-06-22,2610,19.9
3229438,2021-06-23,2610,19.5
3231179,2021-06-24,2610,19.75
3232920,2021-06-25,2610,20.05
3234661,2021-06-28,2610,19.5
3236402,2021-06-29,2610,19.0
3238143,2021-06-30,2610,19.05
3239884,2021-07-01,2610,19.15
3241625,2021-07-02,2610,19.0
3243366,2021-07-05,2610,19.2
3245107,2021-07-06,2610,19.3
3246848,2021-07-07,2610,19.1
3248589,2021-07-08,2610,19.15
3250330,2021-07-09,2610,18.8
3252071,2021-07-12,2610,18.6
3253812,2021-07-13,2610,17.8
3255553,2021-07-14,2610,17.55
3257294,2021-07-15,2610,18.6
3259035,2021-07-16,2610,18.2
3260776,2021-07-19,2610,18.2
3262517,2021-07-20,2610,17.75
3264258,2021-07-21,2610,17.15
3265999,2021-07-22,2610,17.2
3267740,2021-07-23,2610,17.95
3269481,2021-07-26,2610,17.65
3271222,2021-07-27,2610,17.7
3272963,2021-07-28,2610,17.45
3274704,2021-07-29,2610,17.8
3276446,2021-07-30,2610,17.25
3278188,2021-08-02,2610,17.4
3279930,2021-08-03,2610,17.15
3281672,2021-08-04,2610,17.15
3283414,2021-08-05,2610,17.1
3285156,2021-08-06,2610,17.1
3286898,2021-08-09,2610,18.8
3288640,2021-08-10,2610,17.8
3290382,2021-08-11,2610,17.45
3292125,2021-08-12,2610,17.55
3293868,2021-08-13,2610,17.45
3295611,2021-08-16,2610,17.1
3297354,2021-08-17,2610,17.0
3299097,2021-08-18,2610,17.0
3300840,2021-08-19,2610,16.7
3302583,2021-08-20,2610,16.55
3304326,2021-08-23,2610,17.3
3306069,2021-08-24,2610,17.0
3307812,2021-08-25,2610,17.3
3309555,2021-08-26,2610,17.05
3311298,2021-08-27,2610,17.25
3313041,2021-08-30,2610,17.15
3314784,2021-08-31,2610,17.25
3316527,2021-09-01,2610,17.05
3318270,2021-09-02,2610,16.75
3320013,2021-09-03,2610,16.5
3321756,2021-09-06,2610,15.95
3323499,2021-09-07,2610,16.0
3325242,2021-09-08,2610,15.8
3326985,2021-09-09,2610,15.55
3328729,2021-09-10,2610,16.1
3330473,2021-09-13,2610,16.05
3332217,2021-09-14,2610,15.95
3333961,2021-09-15,2610,15.75
3335705,2021-09-16,2610,15.75
3337449,2021-09-17,2610,15.95
3339193,2021-09-22,2610,15.75
3340937,2021-09-23,2610,16.1
3342681,2021-09-24,2610,16.2
3344425,2021-09-27,2610,16.75
3346169,2021-09-28,2610,16.95
3347913,2021-09-29,2610,16.75
3349659,2021-09-30,2610,17.2
3351405,2021-10-01,2610,16.7
3353151,2021-10-04,2610,16.65
3354897,2021-10-05,2610,17.05
3356643,2021-10-06,2610,16.65
3358390,2021-10-07,2610,16.75
3360137,2021-10-08,2610,16.7
3361884,2021-10-12,2610,16.75
3363631,2021-10-13,2610,16.8
3365378,2021-10-14,2610,16.7
3367125,2021-10-15,2610,16.75
3368872,2021-10-18,2610,16.75
3370619,2021-10-19,2610,16.9
3372366,2021-10-20,2610,16.9
3374113,2021-10-21,2610,16.6
3375860,2021-10-22,2610,16.25
3377606,2021-10-25,2610,16.35
3379354,2021-10-26,2610,16.25
3381102,2021-10-27,2610,16.2
3382850,2021-10-28,2610,16.95
3384598,2021-10-29,2610,17.2
3386346,2021-11-01,2610,18.1
3388094,2021-11-02,2610,18.95
3389842,2021-11-03,2610,19.1
3391590,2021-11-04,2610,19.2
3393338,2021-11-05,2610,19.55
3395086,2021-11-08,2610,21.0
3396835,2021-11-09,2610,22.05
3398583,2021-11-10,2610,23.2
3400331,2021-11-11,2610,25.35
3402078,2021-11-12,2610,25.55
3403823,2021-11-15,2610,26.4
3405569,2021-11-16,2610,27.1
3407315,2021-11-17,2610,29.0
3409061,2021-11-18,2610,28.35
3410807,2021-11-19,2610,27.65
3412553,2021-11-22,2610,27.45
3414299,2021-11-23,2610,27.75
3416045,2021-11-24,2610,30.05
3417791,2021-11-25,2610,29.65
3419537,2021-11-26,2610,26.7
3421283,2021-11-29,2610,24.75
3423029,2021-11-30,2610,26.0
3424776,2021-12-01,2610,27.0
3426523,2021-12-02,2610,26.1
3428270,2021-12-03,2610,25.8
3430017,2021-12-06,2610,26.55
3431765,2021-12-07,2610,28.4
3433513,2021-12-08,2610,28.5
3435262,2021-12-09,2610,29.35
3437011,2021-12-10,2610,28.7
3438760,2021-12-13,2610,27.0
3440509,2021-12-14,2610,25.9
3442258,2021-12-15,2610,27.2
3444007,2021-12-16,2610,26.7
3445756,2021-12-17,2610,26.2
3447505,2021-12-20,2610,26.75
3449254,2021-12-21,2610,26.3
3451003,2021-12-22,2610,26.1
3452753,2021-12-23,2610,26.15
3454503,2021-12-24,2610,26.2
3456253,2021-12-27,2610,27.0
3458002,2021-12-28,2610,26.9
3459751,2021-12-29,2610,26.75
3461500,2021-12-30,2610,27.55
3463249,2022-01-03,2610,26.3
3464999,2022-01-04,2610,26.65
3466749,2022-01-05,2610,27.3
3468499,2022-01-06,2610,27.4
3470249,2022-01-07,2610,27.0
3472000,2022-01-10,2610,26.35
3473751,2022-01-11,2610,26.3
3475502,2022-01-12,2610,25.25
3477253,2022-01-13,2610,25.1
3479005,2022-01-14,2610,25.55
3480758,2022-01-17,2610,25.95
3482511,2022-01-18,2610,25.45
3484264,2022-01-19,2610,24.5
3486018,2022-01-20,2610,25.0
3487772,2022-01-21,2610,23.95
3489526,2022-01-24,2610,23.5
3491280,2022-01-25,2610,22.8
3493034,2022-01-26,2610,23.4
3494787,2022-02-07,2610,25.6
3496540,2022-02-08,2610,26.2
3498293,2022-02-09,2610,27.0
3500046,2022-02-10,2610,26.95
3501799,2022-02-11,2610,27.75
3503552,2022-02-14,2610,26.7
3505304,2022-02-15,2610,27.45
3507056,2022-02-16,2610,28.95
3508808,2022-02-17,2610,31.0
3510560,2022-02-18,2610,31.7
3512312,2022-02-21,2610,29.0
3514064,2022-02-22,2610,28.45
3515816,2022-02-23,2610,30.3
3517568,2022-02-24,2610,27.95
3519320,2022-02-25,2610,27.9
3521072,2022-03-01,2610,28.05
3522825,2022-03-02,2610,27.7
3524578,2022-03-03,2610,28.4
3526330,2022-03-04,2610,28.35
3528082,2022-03-07,2610,26.5
3529834,2022-03-08,2610,24.5
3531586,2022-03-09,2610,25.65
3533338,2022-03-10,2610,26.7
3535090,2022-03-11,2610,26.95
3536844,2022-03-14,2610,26.5
3538599,2022-03-15,2610,26.3
3540355,2022-03-16,2610,27.55
3542111,2022-03-17,2610,29.2
3543868,2022-03-18,2610,28.6
3545625,2022-03-21,2610,28.05
3547382,2022-03-22,2610,27.0
3549139,2022-03-23,2610,27.5
3550897,2022-03-24,2610,26.85
3552655,2022-03-25,2610,26.35
3554413,2022-03-28,2610,27.15
3556171,2022-03-29,2610,27.3
3557928,2022-03-30,2610,27.1
3559684,2022-03-31,2610,26.65
3561441,2022-04-01,2610,27.2
3563198,2022-04-06,2610,27.7
3564955,2022-04-07,2610,26.55
3566712,2022-04-08,2610,27.1
3568469,2022-04-11,2610,26.75
3570226,2022-04-12,2610,27.35
3571983,2022-04-13,2610,28.2
3573741,2022-04-14,2610,28.85
3575499,2022-04-15,2610,28.5
3577257,2022-04-18,2610,27.15
3579015,2022-04-19,2610,28.9
3580773,2022-04-20,2610,28.9
3582531,2022-04-21,2610,29.75
3584289,2022-04-22,2610,29.85
3586047,2022-04-25,2610,29.3
3587806,2022-04-26,2610,28.2
3589565,2022-04-27,2610,27.75
3591324,2022-04-28,2610,27.4
3593083,2022-04-29,2610,27.85
3594843,2022-05-03,2610,28.05
3596602,2022-05-04,2610,28.75
3598361,2022-05-05,2610,28.65
3600120,2022-05-06,2610,28.35
3601879,2022-05-09,2610,27.9
3603639,2022-05-10,2610,27.85
3605399,2022-05-11,2610,27.1
3607159,2022-05-12,2610,24.55
3608919,2022-05-13,2610,25.3
3610679,2022-05-16,2610,25.3
3612439,2022-05-17,2610,24.95
3614199,2022-05-18,2610,25.35
3615959,2022-05-19,2610,24.85
3617719,2022-05-20,2610,25.1
3619481,2022-05-23,2610,25.85
3621243,2022-05-24,2610,25.55
3623006,2022-05-25,2610,26.4
3624769,2022-05-26,2610,25.9
3626532,2022-05-27,2610,26.1
3628295,2022-05-30,2610,26.8
3630058,2022-05-31,2610,27.1
3631821,2022-06-01,2610,26.95
3633585,2022-06-02,2610,27.4
3635349,2022-06-06,2610,27.05
3637114,2022-06-07,2610,26.8
3638879,2022-06-08,2610,26.8
3640644,2022-06-09,2610,26.65
3642409,2022-06-10,2610,25.95
3644174,2022-06-13,2610,25.5
3645939,2022-06-14,2610,25.3
3647705,2022-06-15,2610,25.05
3649471,2022-06-16,2610,24.5
3651237,2022-06-17,2610,23.35
3653003,2022-06-20,2610,22.25
3654769,2022-06-21,2610,24.0
3656535,2022-06-22,2610,23.5
3658301,2022-06-23,2610,22.15
3660067,2022-06-24,2610,22.35
3661833,2022-06-27,2610,23.3
3663598,2022-06-28,2610,23.2
3665363,2022-06-29,2610,23.6
3667128,2022-06-30,2610,23.5
3668895,2022-07-01,2610,22.0
3670662,2022-07-04,2610,22.45
3672429,2022-07-05,2610,23.35
3674196,2022-07-06,2610,22.35
3675963,2022-07-07,2610,22.8
3677730,2022-07-08,2610,23.25
3679497,2022-07-11,2610,23.25
3681264,2022-07-12,2610,22.25
3683031,2022-07-13,2610,23.15
3684798,2022-07-14,2610,23.15
3686565,2022-07-15,2610,22.65
3688332,2022-07-18,2610,23.2
3690099,2022-07-19,2610,23.6
3691866,2022-07-20,2610,23.25
3693633,2022-07-21,2610,23.3
3695400,2022-07-22,2610,23.2
3697167,2022-07-25,2610,22.8
3698934,2022-07-26,2610,22.65
3700701,2022-07-27,2610,23.1
3702468,2022-07-28,2610,22.7
3704235,2022-07-29,2610,22.6
3706002,2022-08-01,2610,22.4
3707769,2022-08-02,2610,21.55
3709536,2022-08-03,2610,21.05
3711303,2022-08-04,2610,21.05
3713069,2022-08-05,2610,21.75
3714835,2022-08-08,2610,21.7
3716601,2022-08-09,2610,21.85
3718368,2022-08-10,2610,21.8
3720135,2022-08-11,2610,21.95
3721902,2022-08-12,2610,22.05
3723667,2022-08-15,2610,21.9
3725432,2022-08-16,2610,21.9
3727197,2022-08-17,2610,21.8
3728962,2022-08-18,2610,21.7
3730727,2022-08-19,2610,21.4
3732492,2022-08-22,2610,21.35
3734257,2022-08-23,2610,21.0
3736022,2022-08-24,2610,20.6
3737787,2022-08-25,2610,20.85
3739553,2022-08-26,2610,22.9
3741319,2022-08-29,2610,22.2
3743085,2022-08-30,2610,22.25
3744851,2022-08-31,2610,22.8
3746618,2022-09-01,2610,22.7
3748386,2022-09-02,2610,22.0
3750154,2022-09-05,2610,21.4
3751922,2022-09-06,2610,21.55
3753690,2022-09-07,2610,21.2
3755458,2022-09-08,2610,21.9
3757227,2022-09-12,2610,22.4
3758996,2022-09-13,2610,22.35
3760766,2022-09-14,2610,22.05
3762536,2022-09-15,2610,22.15
3764306,2022-09-16,2610,22.6
3766076,2022-09-19,2610,22.45
3767846,2022-09-20,2610,22.7
3769616,2022-09-21,2610,22.7
3771386,2022-09-22,2610,22.2
3773156,2022-09-23,2610,21.4
3774926,2022-09-26,2610,20.4
3776696,2022-09-27,2610,20.05
3778466,2022-09-28,2610,18.6
3780236,2022-09-29,2610,19.5
3782006,2022-09-30,2610,19.65
3783776,2022-10-03,2610,19.65
3785546,2022-10-04,2610,19.75
3787316,2022-10-05,2610,19.85
3789087,2022-10-06,2610,20.1
3790859,2022-10-07,2610,20.35
3792631,2022-10-11,2610,19.5
3794402,2022-10-12,2610,19.35
3796173,2022-10-13,2610,17.45
3797944,2022-10-14,2610,16.9
3799715,2022-10-17,2610,17.15
3801486,2022-10-18,2610,17.25
3803257,2022-10-19,2610,17.05
3805028,2022-10-20,2610,16.8
3806799,2022-10-21,2610,16.55
3808570,2022-10-24,2610,17.0
3810341,2022-10-25,2610,16.75
3812112,2022-10-26,2610,16.7
3813883,2022-10-27,2610,17.2
3815654,2022-10-28,2610,16.95
3817425,2022-10-31,2610,16.95
3819196,2022-11-01,2610,17.0
3820967,2022-11-02,2610,16.9
3822738,2022-11-03,2610,16.75
3824510,2022-11-04,2610,17.7
3826283,2022-11-07,2610,17.3
3828056,2022-11-08,2610,17.6
3829829,2022-11-09,2610,17.7
3831602,2022-11-10,2610,17.25
3833375,2022-11-11,2610,17.3
3835148,2022-11-14,2610,17.7
3836920,2022-11-15,2610,17.7
3838692,2022-11-16,2610,17.35
3840464,2022-11-17,2610,17.3
3842236,2022-11-18,2610,17.2
3844008,2022-11-21,2610,16.95
3845781,2022-11-22,2610,16.95
3847554,2022-11-23,2610,17.2
3849327,2022-11-24,2610,17.35
3851100,2022-11-25,2610,17.35
3852873,2022-11-28,2610,17.25
3854648,2022-11-29,2610,18.15
3856423,2022-11-30,2610,18.1
3858198,2022-12-01,2610,18.0
3859973,2022-12-02,2610,17.9
3861748,2022-12-05,2610,18.9
3863523,2022-12-06,2610,18.95
3865298,2022-12-07,2610,19.3
3867073,2022-12-08,2610,19.3
3868848,2022-12-09,2610,19.65
3870622,2022-12-12,2610,19.3
3872396,2022-12-13,2610,19.1
3874170,2022-12-14,2610,19.25
3875945,2022-12-15,2610,19.6
3877722,2022-12-16,2610,19.3
3879499,2022-12-19,2610,18.9
3881276,2022-12-20,2610,18.15
3883054,2022-12-21,2610,18.75
3884831,2022-12-22,2610,19.3
3886608,2022-12-23,2610,19.0
3888385,2022-12-26,2610,19.1
